P_CUSTOMER_NAME,P_INVOICE_NUM,P_INVOICE_DATE,P_INVOICE_AMOUNT,BILL_CUSTOMER_NAME,BILL_ACCOUNT_NUMBER,BILL_SITE,BILL_PARTY_SITE_NUMBER,SHIP_CUSTOMER_NAME,SHIP_SITE_NUMBER,BUSINESS_UNIT,TRANSACTION_TYPE_NAME,TRANSACTION_NUMBER,CURRENCY,TRANSACTION_DATE,TOTAL_AMOUNTS,BATCH_SOURCE_NAME,AMOUNT_DUE_ORIGINAL,AMOUNT_DUE_REMAINING,TRANSACTION_TOTAL,INVOICE_TYPE,INVOICE_STATUS,DOCUMENT_NUMBER
,,,,"ADANI HOUSING FINANCE PRIVATE LIMITED",152765,110522,202765,,,SE26-IND,"Credit Memo",SE-JE-43807,INR,2021-04-30T00:00:00.000+00:00,-885,"PINE MIG",-885,-885,-885,CM,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,"Credit Memo",SE-JE-77887,INR,2021-08-20T00:00:00.000+00:00,-2437.68,"PINE MIG",-2437.68,-2437.68,-2437.68,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-127066,INR,2021-11-30T00:00:00.000+00:00,-566.4,"PINE MIG",-566.4,-566.4,-566.4,CM,OPEN,
,,,,"CAMDEN TOWN TECHNOLOGIES PRIVATE LIMITED",152805,110480,202805,,,SE26-IND,"Credit Memo",SE-JE-127067,INR,2021-11-30T00:00:00.000+00:00,-33042.36,"PINE MIG",-33042.36,-33042.36,-33042.36,CM,OPEN,
,,,,"CAMDEN TOWN TECHNOLOGIES PRIVATE LIMITED",152805,110480,202805,,,SE26-IND,"Credit Memo",SE-JE-127068,INR,2021-11-30T00:00:00.000+00:00,-65572.6,"PINE MIG",-65572.6,-65572.6,-65572.6,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-139616,INR,2021-12-31T00:00:00.000+00:00,-64.9,"PINE MIG",-64.9,-64.9,-64.9,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-149470,INR,2022-01-31T00:00:00.000+00:00,-141.6,"PINE MIG",-141.6,-141.6,-141.6,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-149471,INR,2022-01-31T00:00:00.000+00:00,-283.2,"PINE MIG",-283.2,-283.2,-283.2,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-149472,INR,2022-01-31T00:00:00.000+00:00,-11.8,"PINE MIG",-11.8,-11.8,-11.8,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-149473,INR,2022-01-31T00:00:00.000+00:00,-448.4,"PINE MIG",-448.4,-448.4,-448.4,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-149474,INR,2022-01-31T00:00:00.000+00:00,-41.3,"PINE MIG",-41.3,-41.3,-41.3,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-149475,INR,2022-01-31T00:00:00.000+00:00,-82.6,"PINE MIG",-82.6,-82.6,-82.6,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-149476,INR,2022-01-31T00:00:00.000+00:00,-112.1,"PINE MIG",-112.1,-112.1,-112.1,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-149477,INR,2022-01-31T00:00:00.000+00:00,-59,"PINE MIG",-59,-59,-59,CM,OPEN,
,,,,"Thirumeni Finance Private Limited",152997,110665,202997,,,SE26-IND,"Credit Memo",SE-JE-149478,INR,2022-01-31T00:00:00.000+00:00,-1670.88,"PINE MIG",-1670.88,-1670.88,-1670.88,CM,OPEN,
,,,,"Thirumeni Finance Private Limited",152997,110665,202997,,,SE26-IND,"Credit Memo",SE-JE-149479,INR,2022-01-31T00:00:00.000+00:00,-188.8,"PINE MIG",-188.8,-188.8,-188.8,CM,OPEN,
,,,,"Adani Capital Private Limited",152764,110254,202764,,,SE26-IND,"Credit Memo",SE-JE-7212,INR,2020-08-31T00:00:00.000+00:00,-5935.4,"PINE MIG",-5935.4,-5935.4,-5935.4,CM,OPEN,
,,,,"Altum Credo Home Finance Private Limited",152774,110608,202774,,,SE26-IND,"Credit Memo",SE-JE-7214,INR,2020-08-31T00:00:00.000+00:00,-118,"PINE MIG",-118,-118,-118,CM,OPEN,
,,,,"Ascend Bizcap Private Limited",152785,110297,202785,,,SE26-IND,"Credit Memo",SE-JE-7229,INR,2020-08-31T00:00:00.000+00:00,-155.76,"PINE MIG",-155.76,-155.76,-155.76,CM,OPEN,
,,,,"AU SMALL FINANCE BANK LIMITED",152788,110535,202788,,,SE26-IND,"Credit Memo",SE-JE-7231,INR,2020-08-31T00:00:00.000+00:00,-77077.6,"PINE MIG",-77077.6,-77077.6,-77077.6,CM,OPEN,
,,,,"GODDARD TECHNICAL SOLUTIONS PVT LTD",152791,110640,202791,,,SE26-IND,"Credit Memo",SE-JE-7233,INR,2020-08-31T00:00:00.000+00:00,-134.52,"PINE MIG",-134.52,-134.52,-134.52,CM,OPEN,
,,,,"Baid Leasing And Finance Co Ltd",152793,110327,202793,,,SE26-IND,"Credit Memo",SE-JE-7235,INR,2020-08-31T00:00:00.000+00:00,-10.62,"PINE MIG",-10.62,-10.62,-10.62,CM,OPEN,
,,,,"Cars24 Financial Services Private Limited",152807,110481,202807,,,SE26-IND,"Credit Memo",SE-JE-7237,INR,2020-08-31T00:00:00.000+00:00,-736.32,"PINE MIG",-736.32,-736.32,-736.32,CM,OPEN,
,,,,"Adani Capital Private Limited",152764,110254,202764,,,SE26-IND,"Credit Memo",SE-JE-15566,INR,2020-11-30T00:00:00.000+00:00,-8814.6,"PINE MIG",-8814.6,-8814.6,-8814.6,CM,OPEN,
,,,,"ADANI HOUSING FINANCE PRIVATE LIMITED",152765,110522,202765,,,SE26-IND,"Credit Memo",SE-JE-15568,INR,2020-11-30T00:00:00.000+00:00,-165.2,"PINE MIG",-165.2,-165.2,-165.2,CM,OPEN,
,,,,"Altum Credo Home Finance Private Limited",152774,110608,202774,,,SE26-IND,"Credit Memo",SE-JE-15570,INR,2020-11-30T00:00:00.000+00:00,-129.8,"PINE MIG",-129.8,-129.8,-129.8,CM,OPEN,
,,,,"Ascend Bizcap Private Limited",152785,110297,202785,,,SE26-IND,"Credit Memo",SE-JE-15572,INR,2020-11-30T00:00:00.000+00:00,-42.48,"PINE MIG",-42.48,-42.48,-42.48,CM,OPEN,
,,,,"AU SMALL FINANCE BANK LIMITED",152788,110535,202788,,,SE26-IND,"Credit Memo",SE-JE-15574,INR,2020-11-30T00:00:00.000+00:00,-101904.8,"PINE MIG",-101904.8,-101904.8,-101904.8,CM,OPEN,
,,,,"GODDARD TECHNICAL SOLUTIONS PVT LTD",152791,110640,202791,,,SE26-IND,"Credit Memo",SE-JE-15576,INR,2020-11-30T00:00:00.000+00:00,-228.92,"PINE MIG",-228.92,-228.92,-228.92,CM,OPEN,
,,,,"Baid Leasing And Finance Co Ltd",152793,110327,202793,,,SE26-IND,"Credit Memo",SE-JE-15578,INR,2020-11-30T00:00:00.000+00:00,-95.58,"PINE MIG",-95.58,-95.58,-95.58,CM,OPEN,
,,,,"WealthSigns Fintech Private Limited - Harmoney UPI",153007,110527,203007,,,SE26-IND,"Credit Memo",SE-JE-26902,INR,2021-01-31T00:00:00.000+00:00,-1.18,"PINE MIG",-1.18,-1.18,-1.18,CM,OPEN,
,,,,"HERBACEOUS RETAIL PRIVATE LIMITED",152862,110494,202862,,,SE26-IND,"Credit Memo",SE-JE-26904,INR,2021-01-31T00:00:00.000+00:00,-16.52,"PINE MIG",-16.52,-16.52,-16.52,CM,OPEN,
,,,,"Indifi Technologies Private Limited",152874,110332,202874,,,SE26-IND,"Credit Memo",SE-JE-26911,INR,2021-01-31T00:00:00.000+00:00,-106.2,"PINE MIG",-106.2,-106.2,-106.2,CM,OPEN,
,,,,"Indifi Technologies Private Limited",152874,110332,202874,,,SE26-IND,"Credit Memo",SE-JE-31717,INR,2021-02-28T00:00:00.000+00:00,-70.8,"PINE MIG",-70.8,-70.8,-70.8,CM,OPEN,
,,,,"WealthSigns Fintech Private Limited - Harmoney UPI",153007,110527,203007,,,SE26-IND,"Credit Memo",SE-JE-31724,INR,2021-02-28T00:00:00.000+00:00,-1.18,"PINE MIG",-1.18,-1.18,-1.18,CM,OPEN,
,,,,"MCB - S. R. N. Mehta School merchant",152915,110659,202915,,,SE26-IND,"Credit Memo",SE-JE-31728,INR,2021-02-28T00:00:00.000+00:00,-53.1,"PINE MIG",-53.1,-53.1,-53.1,CM,OPEN,
,,,,"Altum Credo Home Finance Private Limited",152774,110608,202774,,,SE26-IND,"Credit Memo",SE-JE-43808,INR,2021-04-30T00:00:00.000+00:00,-165.2,"PINE MIG",-165.2,-165.2,-165.2,CM,OPEN,
,,,,"Adhikosh Financial Advisory Pvt Ltd",152767,110243,202767,,,SE26-IND,"Credit Memo",SE-JE-43809,INR,2021-04-30T00:00:00.000+00:00,-502.68,"PINE MIG",-502.68,-502.68,-502.68,CM,OPEN,
,,,,"Ascend Bizcap Private Limited",152785,110297,202785,,,SE26-IND,"Credit Memo",SE-JE-43810,INR,2021-04-30T00:00:00.000+00:00,-42.48,"PINE MIG",-42.48,-42.48,-42.48,CM,OPEN,
,,,,"AU SMALL FINANCE BANK LIMITED",152788,110535,202788,,,SE26-IND,"Credit Memo",SE-JE-43811,INR,2021-04-30T00:00:00.000+00:00,-241841,"PINE MIG",-241841,-241841,-241841,CM,OPEN,
,,,,"GODDARD TECHNICAL SOLUTIONS PVT LTD",152791,110640,202791,,,SE26-IND,"Credit Memo",SE-JE-43812,INR,2021-04-30T00:00:00.000+00:00,-113.28,"PINE MIG",-113.28,-113.28,-113.28,CM,OPEN,
,,,,"Baid Leasing And Finance Co Ltd",152793,110327,202793,,,SE26-IND,"Credit Memo",SE-JE-43813,INR,2021-04-30T00:00:00.000+00:00,-541.62,"PINE MIG",-541.62,-541.62,-541.62,CM,OPEN,
,,,,"Thirumeni Finance Private Limited",152997,110665,202997,,,SE26-IND,"Credit Memo",SE-JE-43814,INR,2021-04-30T00:00:00.000+00:00,-23.6,"PINE MIG",-23.6,-23.6,-23.6,CM,OPEN,
,,,,"BHOOPALAM MARKETING SERVICES PRIVATE LIMITED",152798,110619,202798,,,SE26-IND,"Credit Memo",SE-JE-43815,INR,2021-04-30T00:00:00.000+00:00,-2280.94,"PINE MIG",-2280.94,-2280.94,-2280.94,CM,OPEN,
,,,,"Cars24 Financial Services Private Limited",152807,110481,202807,,,SE26-IND,"Credit Memo",SE-JE-43816,INR,2021-04-30T00:00:00.000+00:00,-3936.48,"PINE MIG",-3936.48,-3936.48,-3936.48,CM,OPEN,
,,,,"CLOVER VENTURES PRIVATE LIMITED",152815,110240,202815,,,SE26-IND,"Credit Memo",SE-JE-43817,INR,2021-04-30T00:00:00.000+00:00,-115.64,"PINE MIG",-115.64,-115.64,-115.64,CM,OPEN,
,,,,"Credit Wise Capital Private Limited",152816,110303,202816,,,SE26-IND,"Credit Memo",SE-JE-43818,INR,2021-04-30T00:00:00.000+00:00,-2633.76,"PINE MIG",-2633.76,-2633.76,-2633.76,CM,OPEN,
,,,,"KIERAYA FURNISHING SOLUTIONS PRIVATE LIMITED - Furlenco",152891,110685,202891,,,SE26-IND,"Credit Memo",SE-JE-43819,INR,2021-04-30T00:00:00.000+00:00,-1201.56,"PINE MIG",-1201.56,-1201.56,-1201.56,CM,OPEN,
,,,,"Thirumeni Finance Private Limited",152997,110665,202997,,,SE26-IND,"Credit Memo",SE-JE-43820,INR,2021-04-30T00:00:00.000+00:00,-23.6,"PINE MIG",-23.6,-23.6,-23.6,CM,OPEN,
,,,,"HERBACEOUS RETAIL PRIVATE LIMITED",152862,110494,202862,,,SE26-IND,"Credit Memo",SE-JE-43821,INR,2021-04-30T00:00:00.000+00:00,-3757.12,"PINE MIG",-3757.12,-3757.12,-3757.12,CM,OPEN,
,,,,"Gokwik Commerce Solutions Private Limited",152853,110705,202853,,,SE26-IND,"Credit Memo",SE-Payment-77890,INR,2021-08-20T00:00:00.000+00:00,-11316.67,"PINE MIG",-11316.67,-11316.67,-11316.67,CM,OPEN,
,,,,"Loantap Credit Products Pvt Ltd.",152900,110302,202900,,,SE26-IND,"Credit Memo",SE-BRKNTSK90305,INR,2021-08-24T00:00:00.000+00:00,-23600,"PINE MIG",-23600,-23600,-23600,CM,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,"Credit Memo",SE-JE-80996,INR,2021-08-30T00:00:00.000+00:00,-1686,"PINE MIG",-1686,-1686,-1686,CM,OPEN,
,,,,"Gokwik Commerce Solutions Private Limited",152853,110705,202853,,,SE26-IND,"Credit Memo",SE-JE-81799,INR,2021-08-31T00:00:00.000+00:00,-191.67,"PINE MIG",-191.67,-191.67,-191.67,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-81800,INR,2021-08-31T00:00:00.000+00:00,-1250.8,"PINE MIG",-1250.8,-1250.8,-1250.8,CM,OPEN,
,,,,"ABHYUDAY SCHOOL",152762,110718,202762,,,SE26-IND,"Credit Memo",SE-JE-81801,INR,2021-08-31T00:00:00.000+00:00,-123.9,"PINE MIG",-123.9,-123.9,-123.9,CM,OPEN,
,,,,"ADANI HOUSING FINANCE PRIVATE LIMITED",152765,110522,202765,,,SE26-IND,"Credit Memo",SE-JE-81802,INR,2021-08-31T00:00:00.000+00:00,-2289.2,"PINE MIG",-2289.2,-2289.2,-2289.2,CM,OPEN,
,,,,"Adhikosh Financial Advisory Pvt Ltd",152767,110243,202767,,,SE26-IND,"Credit Memo",SE-JE-81803,INR,2021-08-31T00:00:00.000+00:00,-1192.98,"PINE MIG",-1192.98,-1192.98,-1192.98,CM,OPEN,
,,,,"IIFL Home Finance Ltd",152869,110378,202869,,,SE26-IND,"Credit Memo",SE-JE-139637,INR,2021-12-31T00:00:00.000+00:00,-21.88,"PINE MIG",-21.88,-21.88,-21.88,CM,OPEN,
,,,,"SI CREVA CAPITAL SERVICES PVT LTD",152969,110304,202969,,,SE26-IND,"Credit Memo",SE-JE-139643,INR,2021-12-31T00:00:00.000+00:00,-230.49,"PINE MIG",-230.49,-230.49,-230.49,CM,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,"Credit Memo",SE-JE-151994,INR,2022-02-08T00:00:00.000+00:00,-1025.66,"PINE MIG",-1025.66,-1025.66,-1025.66,CM,OPEN,
,,,,"Orocorp technologies Private limited",152939,110235,202939,,,SE26-IND,"Credit Memo",SE-BRKNTSK90896,INR,2022-02-08T00:00:00.000+00:00,-23600,"PINE MIG",-23600,-23600,-23600,CM,OPEN,
,,,,"Orocorp technologies Private limited",152939,110235,202939,,,SE26-IND,"Credit Memo",SE-BRKNTSK90901,INR,2022-02-14T00:00:00.000+00:00,-23600,"PINE MIG",-23600,-23600,-23600,CM,OPEN,
,,,,"Credit Wise Capital Private Limited",152816,110303,202816,,,SE26-IND,"Credit Memo",SE-JE-7241,INR,2020-08-31T00:00:00.000+00:00,-1288.56,"PINE MIG",-1288.56,-1288.56,-1288.56,CM,OPEN,
,,,,"Epimoney Private Limited",152834,110393,202834,,,SE26-IND,"Credit Memo",SE-JE-7244,INR,2020-08-31T00:00:00.000+00:00,-169.92,"PINE MIG",-169.92,-169.92,-169.92,CM,OPEN,
,,,,"Indifi Technologies Private Limited",152874,110332,202874,,,SE26-IND,"Credit Memo",SE-JE-7272,INR,2020-08-31T00:00:00.000+00:00,-991.2,"PINE MIG",-991.2,-991.2,-991.2,CM,OPEN,
,,,,"Indus Fortune Cooperative Society Limited",152875,110229,202875,,,SE26-IND,"Credit Memo",SE-JE-7274,INR,2020-08-31T00:00:00.000+00:00,-402.38,"PINE MIG",-402.38,-402.38,-402.38,CM,OPEN,
,,,,"Jain Autofin Pvt. Ltd.",152881,110301,202881,,,SE26-IND,"Credit Memo",SE-JE-7276,INR,2020-08-31T00:00:00.000+00:00,-679.68,"PINE MIG",-679.68,-679.68,-679.68,CM,OPEN,
,,,,"BHOOPALAM MARKETING SERVICES PRIVATE LIMITED",152798,110619,202798,,,SE26-IND,"Credit Memo",SE-JE-15580,INR,2020-11-30T00:00:00.000+00:00,-21.24,"PINE MIG",-21.24,-21.24,-21.24,CM,OPEN,
,,,,"Cars24 Financial Services Private Limited",152807,110481,202807,,,SE26-IND,"Credit Memo",SE-JE-15582,INR,2020-11-30T00:00:00.000+00:00,-1345.2,"PINE MIG",-1345.2,-1345.2,-1345.2,CM,OPEN,
,,,,"Credit Wise Capital Private Limited",152816,110303,202816,,,SE26-IND,"Credit Memo",SE-JE-15586,INR,2020-11-30T00:00:00.000+00:00,-2619.6,"PINE MIG",-2619.6,-2619.6,-2619.6,CM,OPEN,
,,,,"India Shelter Finance Corporation Limited",152873,110473,202873,,,SE26-IND,"Credit Memo",SE-JE-15591,INR,2020-11-30T00:00:00.000+00:00,-165.2,"PINE MIG",-165.2,-165.2,-165.2,CM,OPEN,
,,,,"Indifi Technologies Private Limited",152874,110332,202874,,,SE26-IND,"Credit Memo",SE-JE-15593,INR,2020-11-30T00:00:00.000+00:00,-165.2,"PINE MIG",-165.2,-165.2,-165.2,CM,OPEN,
,,,,"Indus Fortune Cooperative Society Limited",152875,110229,202875,,,SE26-IND,"Credit Memo",SE-JE-26913,INR,2021-01-31T00:00:00.000+00:00,-337.48,"PINE MIG",-337.48,-337.48,-337.48,CM,OPEN,
,,,,"Jain Autofin Pvt. Ltd.",152881,110301,202881,,,SE26-IND,"Credit Memo",SE-JE-26915,INR,2021-01-31T00:00:00.000+00:00,-1115.1,"PINE MIG",-1115.1,-1115.1,-1115.1,CM,OPEN,
,,,,"JAIN MOTOR FINMART PVT. LTD.",152882,110337,202882,,,SE26-IND,"Credit Memo",SE-JE-26917,INR,2021-01-31T00:00:00.000+00:00,-669.06,"PINE MIG",-669.06,-669.06,-669.06,CM,OPEN,
,,,,"Visage Holdings & Finance Pvt Ltd",152892,110404,202892,,,SE26-IND,"Credit Memo",SE-JE-26919,INR,2021-01-31T00:00:00.000+00:00,-18025.68,"PINE MIG",-18025.68,-18025.68,-18025.68,CM,OPEN,
,,,,"SI CREVA CAPITAL SERVICES PVT LTD",152969,110304,202969,,,SE26-IND,"Credit Memo",SE-JE-26921,INR,2021-01-31T00:00:00.000+00:00,-15399,"PINE MIG",-15399,-15399,-15399,CM,OPEN,
,,,,"JANHAVI - MCB - Billabong High International School Thane merchant",152884,110338,202884,,,SE26-IND,"Credit Memo",SE-JE-26924,INR,2021-01-31T00:00:00.000+00:00,-88.5,"PINE MIG",-88.5,-88.5,-88.5,CM,OPEN,
,,,,"Vikas the Concept School",153002,110623,203002,,,SE26-IND,"Credit Memo",SE-JE-31730,INR,2021-02-28T00:00:00.000+00:00,-11.8,"PINE MIG",-11.8,-11.8,-11.8,CM,OPEN,
,,,,"DMI Finance Private Limited",152825,110642,202825,,,SE26-IND,"Credit Memo",SE-JE-31731,INR,2021-02-28T00:00:00.000+00:00,-28185,"PINE MIG",-28185,-28185,-28185,CM,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,"Credit Memo",SE-JE-31732,INR,2021-02-28T00:00:00.000+00:00,-28239,"PINE MIG",-28239,-28239,-28239,CM,OPEN,
,,,,"IIFL Home Finance Ltd",152869,110378,202869,,,SE26-IND,"Credit Memo",SE-BRKNTSK74292,INR,2021-03-05T00:00:00.000+00:00,-280368,"PINE MIG",-280368,-280368,-280368,CM,OPEN,
,,,,"Epimoney Private Limited",152834,110393,202834,,,SE26-IND,"Credit Memo",SE-Payment-33375,INR,2021-03-09T00:00:00.000+00:00,-212.4,"PINE MIG",-212.4,-212.4,-212.4,CM,OPEN,
,,,,"Gokwik Commerce Solutions Private Limited",152853,110705,202853,,,SE26-IND,"Credit Memo",SE-Payment-34035,INR,2021-03-12T00:00:00.000+00:00,-11316.67,"PINE MIG",-11316.67,-11316.67,-11316.67,CM,OPEN,
,,,,"Gokwik Commerce Solutions Private Limited",152853,110705,202853,,,SE26-IND,"Credit Memo",SE-Payment-34318,INR,2021-03-15T00:00:00.000+00:00,-11316.67,"PINE MIG",-11316.67,-11316.67,-11316.67,CM,OPEN,
,,,,"Indifi Technologies Private Limited",152874,110332,202874,,,SE26-IND,"Credit Memo",SE-JE-43822,INR,2021-04-30T00:00:00.000+00:00,-35.4,"PINE MIG",-35.4,-35.4,-35.4,CM,OPEN,
,,,,"Indus Fortune Cooperative Society Limited",152875,110229,202875,,,SE26-IND,"Credit Memo",SE-JE-43823,INR,2021-04-30T00:00:00.000+00:00,-454.3,"PINE MIG",-454.3,-454.3,-454.3,CM,OPEN,
,,,,"Thirumeni Finance Private Limited",152997,110665,202997,,,SE26-IND,"Credit Memo",SE-JE-43824,INR,2021-04-30T00:00:00.000+00:00,-23.6,"PINE MIG",-23.6,-23.6,-23.6,CM,OPEN,
,,,,"Jain Autofin Pvt. Ltd.",152881,110301,202881,,,SE26-IND,"Credit Memo",SE-JE-43825,INR,2021-04-30T00:00:00.000+00:00,-2208.96,"PINE MIG",-2208.96,-2208.96,-2208.96,CM,OPEN,
,,,,"JAIN MOTOR FINMART PVT. LTD.",152882,110337,202882,,,SE26-IND,"Credit Memo",SE-JE-43826,INR,2021-04-30T00:00:00.000+00:00,-892.08,"PINE MIG",-892.08,-892.08,-892.08,CM,OPEN,
,,,,"Visage Holdings & Finance Pvt Ltd",152892,110404,202892,,,SE26-IND,"Credit Memo",SE-JE-43827,INR,2021-04-30T00:00:00.000+00:00,-15802.56,"PINE MIG",-15802.56,-15802.56,-15802.56,CM,OPEN,
,,,,"SI CREVA CAPITAL SERVICES PVT LTD",152969,110304,202969,,,SE26-IND,"Credit Memo",SE-JE-43828,INR,2021-04-30T00:00:00.000+00:00,-10254.2,"PINE MIG",-10254.2,-10254.2,-10254.2,CM,OPEN,
,,,,"MCB - B R Adarsh Sr Sec School merchant",152908,110238,202908,,,SE26-IND,"Credit Memo",SE-JE-43830,INR,2021-04-30T00:00:00.000+00:00,-5.9,"PINE MIG",-5.9,-5.9,-5.9,CM,OPEN,
,,,,"JANHAVI - MCB - Billabong High International School Thane merchant",152884,110338,202884,,,SE26-IND,"Credit Memo",SE-JE-43831,INR,2021-04-30T00:00:00.000+00:00,-106.2,"PINE MIG",-106.2,-106.2,-106.2,CM,OPEN,
,,,,"MCB - MBR Educational Society merchant actor",152909,110414,202909,,,SE26-IND,"Credit Memo",SE-JE-43832,INR,2021-04-30T00:00:00.000+00:00,-94.4,"PINE MIG",-94.4,-94.4,-94.4,CM,OPEN,
,,,,"MCB - NORTH POINT CHILDREN'S SCHOOL merchant actor",152912,110523,202912,,,SE26-IND,"Credit Memo",SE-JE-43833,INR,2021-04-30T00:00:00.000+00:00,-159.3,"PINE MIG",-159.3,-159.3,-159.3,CM,OPEN,
,,,,"MCB - Rockwoods School merchant",152914,110295,202914,,,SE26-IND,"Credit Memo",SE-JE-43834,INR,2021-04-30T00:00:00.000+00:00,-11.8,"PINE MIG",-11.8,-11.8,-11.8,CM,OPEN,
,,,,"MCB - S. R. N. Mehta School merchant",152915,110659,202915,,,SE26-IND,"Credit Memo",SE-JE-43835,INR,2021-04-30T00:00:00.000+00:00,-47.2,"PINE MIG",-47.2,-47.2,-47.2,CM,OPEN,
,,,,"BHOOPALAM MARKETING SERVICES PRIVATE LIMITED",152798,110619,202798,,,SE26-IND,"Credit Memo",SE-JE-50556,INR,2021-05-31T00:00:00.000+00:00,-287.92,"PINE MIG",-287.92,-287.92,-287.92,CM,OPEN,
,,,,"CAMDEN TOWN TECHNOLOGIES PRIVATE LIMITED",152805,110480,202805,,,SE26-IND,"Credit Memo",SE-JE-50557,INR,2021-05-31T00:00:00.000+00:00,-62.3,"PINE MIG",-62.3,-62.3,-62.3,CM,OPEN,
,,,,"Indus Fortune Cooperative Society Limited",152875,110229,202875,,,SE26-IND,"Credit Memo",SE-JE-50558,INR,2021-05-31T00:00:00.000+00:00,-532.18,"PINE MIG",-532.18,-532.18,-532.18,CM,OPEN,
,,,,"MCB - S. R. N. Mehta School merchant",152915,110659,202915,,,SE26-IND,"Credit Memo",SE-JE-50559,INR,2021-05-31T00:00:00.000+00:00,-5.9,"PINE MIG",-5.9,-5.9,-5.9,CM,OPEN,
,,,,"RedCarpet Tech Private Limited",152951,110401,202951,,,SE26-IND,"Credit Memo",SE-JE-50560,INR,2021-05-31T00:00:00.000+00:00,-2.36,"PINE MIG",-2.36,-2.36,-2.36,CM,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,"Credit Memo",SE-JE-50561,INR,2021-05-31T00:00:00.000+00:00,-76.7,"PINE MIG",-76.7,-76.7,-76.7,CM,OPEN,
,,,,"Axis Bank",152792,110508,202792,,,SE26-IND,"Credit Memo",SE-BRKNTSK90085,INR,2021-05-31T00:00:00.000+00:00,-36773.15,"PINE MIG",-36773.15,-36773.15,-36773.15,CM,OPEN,
,,,,"Altum Credo Home Finance Private Limited",152774,110608,202774,,,SE26-IND,"Credit Memo",SE-JE-81804,INR,2021-08-31T00:00:00.000+00:00,-247.8,"PINE MIG",-247.8,-247.8,-247.8,CM,OPEN,
,,,,"GODDARD TECHNICAL SOLUTIONS PVT LTD",152791,110640,202791,,,SE26-IND,"Credit Memo",SE-JE-81805,INR,2021-08-31T00:00:00.000+00:00,-28.32,"PINE MIG",-28.32,-28.32,-28.32,CM,OPEN,
,,,,"Baid Leasing And Finance Co Ltd",152793,110327,202793,,,SE26-IND,"Credit Memo",SE-JE-81806,INR,2021-08-31T00:00:00.000+00:00,-286.74,"PINE MIG",-286.74,-286.74,-286.74,CM,OPEN,
,,,,"BHOOPALAM MARKETING SERVICES PRIVATE LIMITED",152798,110619,202798,,,SE26-IND,"Credit Memo",SE-JE-81807,INR,2021-08-31T00:00:00.000+00:00,-87.32,"PINE MIG",-87.32,-87.32,-87.32,CM,OPEN,
,,,,"IXIAN INFORMATICS PVT LTD",152879,110231,202879,,,SE26-IND,"Credit Memo",SE-JE-81808,INR,2021-08-31T00:00:00.000+00:00,-10.56,"PINE MIG",-10.56,-10.56,-10.56,CM,OPEN,
,,,,"Credit Wise Capital Private Limited",152816,110303,202816,,,SE26-IND,"Credit Memo",SE-JE-81810,INR,2021-08-31T00:00:00.000+00:00,-5465.76,"PINE MIG",-5465.76,-5465.76,-5465.76,CM,OPEN,
